state,state_abbr,school,city,county_name,founding_year_used,roots_year,continuity_status,lineage_note,school_type,elite_signal,confidence,admission_model_current_prelim,access_model_current_prelim,access_model_historical_prelim,admissions_access_coding_status,county_geoid,lat_county,lon_county,admission_selectivity_current,test_based_admissions_current,poor_access_current,poor_access_historical,historical_access_note,historical_access_evidence_level,current_admissions_source_url,current_access_source_url,historical_access_source_url,lineage_risk,comparability_class,sample_role,include_in_core_sample,include_in_expanded_sample,proper_elite_school,elite_tier,local_access_relevance,revision_note,crit_secondary_school,crit_in_frame_1800_1940,crit_active_20yr,crit_first_decade_size_ge_50,crit_tuition_free_historical,crit_selective_historical,crit_not_special_model,crit_high_access_strict,historically_unclear,historically_unclear_note,review_batch,review_theme,review_priority,review_status
Ohio,OH,University School,Cleveland,Cuyahoga County,1890,1890,continuous,Continuous school from 1890,Private day school,Elite Northeast Ohio boys' school,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,39035,41.4241449723719,-81.6593120002734,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Ohio,OH,Walnut Hills High School,Cincinnati,Hamilton County,1895,1895,continuous,Continuously operating since 1895 as a college-preparatory exam-admit school.,Public selective high school,Cincinnati's college-preparatory public exam school.,high,exam_based,public_free_selective,public_free_selective,rule_based_from_school_type,39061,39.1967952594891,-84.5449720858687,grades_test_combo,yes,high,high,"Public or publicly funded model meant low direct tuition barriers, although earlier eras often had sex, race, or residency exclusions.",rule_based_public_model,,,,low,public_access_school,core,yes,yes,yes,core,high,,yes,yes,yes,unknown,yes,yes,yes,yes,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Ohio,OH,Columbus Academy,Gahanna,Franklin County,1911,1911,continuous,Continuous school from 1911,Private day school,Elite Central Ohio independent school,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,39049,39.9699723758481,-83.0111659157847,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Ohio,OH,Hawken School,Cleveland,Cuyahoga County,1915,1915,continuous,Continuous school from 1915,Private day school,Elite Northeast Ohio independent school,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,39035,41.4241449723719,-81.6593120002734,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Oklahoma,OK,Holland Hall,Tulsa,Tulsa County,1922,1922,continuous,Continuous school from 1922,Private school,Longstanding elite Tulsa independent school,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,40143,36.1193052585822,-95.9401768382766,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Oregon,OR,Oregon Episcopal School,Portland,Multnomah County,1869,1869,continuous,Continuous school from 1869,Private day and boarding school,Historic elite Oregon independent school,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,41051,45.5479775972792,-122.416953751752,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Oregon,OR,Catlin Gabel School,Portland,Multnomah County,1884,1884,later_merger_use_roots,Use Catlin and Gabel predecessor roots; current institution is a later merger,Private school,Merged lineage of elite Portland prep schools,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,41051,45.5479775972792,-122.416953751752,holistic_private,no,low,low,"Elite lineage predates 1930, but predecessor institutions were generally tuition-charging private schools with limited poor access.",rule_based_private_model,,,,high,later_merger_lineage,robustness_only,no,yes,yes,core,low,Current institution is a later merger using predecessor roots; exclude from the core treatment sample.,yes,yes,yes,unknown,no,yes,yes,no,no,,B03,No targeted revision batch yet,low,first_pass_only
Pennsylvania,PA,Central High School,Philadelphia,Philadelphia County,1836,1836,continuous,Continuous school from 1836,Public magnet high school,Historic elite public city high school,high,merit_selective_nonexam,public_free_selective,public_free_selective,source_checked_current_rule_based_historical,42101,40.00350186131,-75.1295021424993,grades_test_combo,yes,high,high,"Public or publicly funded model meant low direct tuition barriers, although earlier eras often had sex, race, or residency exclusions.",rule_based_public_model,https://centralhs.philasd.org/about-central-high-school/admission-requirements/,https://centralhs.philasd.org/about-central-high-school/admission-requirements/,,low,public_access_school,core,yes,yes,yes,core,high,,yes,yes,yes,yes,yes,yes,yes,yes,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Pennsylvania,PA,The Hill School,Pottstown,Montgomery County,1851,1851,continuous,Continuous school from 1851,Private boarding and day school,Canonical elite boarding school,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,42091,40.2089093191303,-75.3627365965544,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,no,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Pennsylvania,PA,Shady Side Academy,Pittsburgh,Allegheny County,1883,1883,continuous,Continuous school from 1883,Private school,Historic elite Pittsburgh independent school,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,42003,40.4693096271304,-79.9831180033775,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Pennsylvania,PA,The Haverford School,Haverford,Delaware County,1884,1884,continuous,Continuous school from 1884,Private day school,Historic elite Main Line school,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,42045,39.9156982209531,-75.399988235939,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Pennsylvania,PA,Mercersburg Academy,Mercersburg,Franklin County,1893,1836,reorganized_continuity,Use 1893 academy date while preserving 1836 institutional roots,Private boarding and day school,Historic elite boarding school,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,42055,39.9293931962571,-77.7216324954335,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,medium,standard_candidate,core_with_caution,yes,yes,yes,core,low,Institutional continuity is real but the current school form is reorganized relative to the historical predecessor.,yes,yes,yes,yes,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Rhode Island,RI,Wheeler School,Providence,Providence County,1889,1889,continuous,Continuous school from 1889,Private day school,Historic elite Providence independent school,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,44007,41.870653258258,-71.5775238736135,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,no,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Rhode Island,RI,St. George's School,Middletown,Newport County,1896,1896,continuous,Continuous school from 1896,Private boarding and day school,Historic elite Rhode Island boarding school,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,44005,41.564178711707,-71.2657181675261,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,no,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
South Carolina,SC,Porter-Gaud School,Charleston,Charleston County,1867,1867,later_merger_use_roots,Use Porter Military Academy and related predecessor roots; current institution is a later merger,Private school,Merged lineage of Charleston elite prep schools,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,45019,32.8239637288457,-79.9653226083502,holistic_private,no,low,low,"Elite lineage predates 1930, but predecessor institutions were generally tuition-charging private schools with limited poor access.",rule_based_private_model,,,,high,later_merger_lineage,robustness_only,no,yes,yes,core,low,Current institution is a later merger using predecessor roots; exclude from the core treatment sample.,yes,yes,yes,unknown,no,yes,yes,no,no,,B03,No targeted revision batch yet,low,first_pass_only
Tennessee,TN,Montgomery Bell Academy,Nashville,Davidson County,1867,1867,continuous,Continuous school from 1867,Private day school,Historic elite Nashville boys' school,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,47037,36.1700721598291,-86.7864609493022,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Tennessee,TN,The Webb School,Bell Buckle,Bedford County,1870,1870,continuous,Continuous school from 1870,Private boarding school,Historic elite Tennessee boarding school,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,47003,35.5112103380648,-86.4554750195048,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Tennessee,TN,Pearl High School,Nashville,Davidson County,1883,1883,reorganized_continuity,Roots as Meigs Colored School (1883); renamed Pearl High School in 1897; reorganized as Martin Luther King Jr. Magnet at Pearl in 1986.,Public high school,First Black public academic high school in Nashville; long-standing center of Black secondary education in Tennessee.,high,open_access_public,public_free_selective,public_free_selective,rule_based_from_school_type,47037,36.1700721598291,-86.7864609493022,open_access,no,high,high,"Public or publicly funded model meant low direct tuition barriers, although earlier eras often had sex, race, or residency exclusions.",rule_based_public_model,,,,medium,public_access_school,core_with_caution,yes,yes,yes,core,high,Institutional continuity is real but the current school form is reorganized relative to the historical predecessor.,yes,yes,yes,unknown,yes,no,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Tennessee,TN,Baylor School,Chattanooga,Hamilton County,1893,1893,continuous,Continuous school from 1893,Private boarding and day school,Historic elite Tennessee boarding school,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,47065,35.1766761239758,-85.1665940768041,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Texas,TX,TMI Episcopal,San Antonio,Bexar County,1893,1893,continuous_renamed,Founded as West Texas Military Academy; later TMI Episcopal,Private college-prep school,Longstanding elite San Antonio prep school,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,48029,29.4502743800656,-98.5208803439628,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Texas,TX,The Kinkaid School,Houston,Harris County,1906,1906,continuous,Continuous school from 1906,Private day school,Elite Houston independent school,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,48201,29.8588815537116,-95.3944104663878,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,no,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Texas,TX,The Hockaday School,Dallas,Dallas County,1913,1913,continuous,Continuous school from 1913,Private day school,Elite Dallas girls' school,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,48113,32.7666737510085,-96.7778351037992,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Utah,UT,Rowland Hall,Salt Lake City,Salt Lake County,1867,1867,continuous,Continuous school from 1867,Private college-prep school,Historic elite Utah independent school,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,49035,40.6661009739016,-111.921592331119,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,no,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Vermont,VT,Burr and Burton Academy,Manchester,Bennington County,1829,1829,continuous,Continuous school from 1829,Independent academy,Historically prominent Vermont academy,medium,merit_selective_nonexam,public_free_selective,public_free_selective,source_checked_current_and_historical,50003,43.0347748153191,-73.0906770299934,sending_town_open,no,high,high,Town-tuition/public-mission structure created broad local access without private-pay tuition.,source_checked,https://www.burrburton.org/admissions-and-enrollment/local-enrollment-and-admissions,https://www.burrburton.org/admissions-and-enrollment/local-enrollment-and-admissions/tuition-and-financial-aid,https://www.burrburton.org/,low,high_access_nonpublic_school,core,yes,yes,yes,core,high,,yes,yes,yes,yes,yes,no,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Vermont,VT,St. Johnsbury Academy,St. Johnsbury,Caledonia County,1842,1842,continuous,Continuous school from 1842,Independent school,Historically prominent Vermont academy,medium,merit_selective_nonexam,public_free_selective,public_free_selective,source_checked_current_and_historical,50005,44.4651942641233,-72.1033775681201,sending_town_open,no,high,high,Town-tuition/public-mission structure created broad local access without private-pay tuition.,source_checked,https://stjacademy.org/admissions/applying-as-a-day-student/,https://stjacademy.org/admissions/affording-sja/,https://stjacademy.org/the-sja-experience/history/,low,high_access_nonpublic_school,core,yes,yes,yes,core,high,,yes,yes,yes,yes,yes,no,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Virginia,VA,Episcopal High School,Alexandria,Alexandria city,1839,1839,continuous,Continuous school from 1839 despite Civil War closure,Private boarding school,Canonical elite Southern boarding school,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,51510,38.8140095444631,-77.0818285202658,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,B01,Elite girls' academies and Washington-area spillovers,medium,started_2026_04_30
Virginia,VA,Woodberry Forest School,Woodberry Forest,Madison County,1889,1889,continuous,Continuous school from 1889,Private boarding school,Canonical elite Southern boarding school,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,51113,38.4152361244263,-78.2820941852234,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,no,no,yes,yes,no,no,,B01,Elite girls' academies and Washington-area spillovers,medium,started_2026_04_30
Virginia,VA,The Madeira School,McLean,Fairfax County,1906,1906,continuous,Continuous school from 1906,Private girls' boarding and day school,Elite Washington-area girls' school,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,51059,38.8367080280444,-77.2755452229799,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,girls_academy,core,yes,yes,yes,core,low,,yes,yes,yes,no,no,yes,yes,no,no,,B01,Elite girls' academies and Washington-area spillovers,medium,started_2026_04_30
Virginia,VA,St. Christopher's School,Richmond,Richmond city,1911,1911,continuous,Continuous school from 1911,Private day school,Elite Richmond boys' school,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,51760,37.5327053884013,-77.4796534099519,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,B01,Elite girls' academies and Washington-area spillovers,medium,started_2026_04_30
Virginia,VA,Foxcroft School,Middleburg,Loudoun County,1914,1914,continuous,Continuous school from 1914,Private girls' boarding and day school,Established elite Virginia girls' school,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,51107,39.0898366365681,-77.6347434814578,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,girls_academy,core,yes,yes,yes,core,low,Elite Virginia girls' school omitted from the first pass; keep in the core sample.,yes,yes,yes,yes,no,yes,yes,no,no,,B01,Elite girls' academies and Washington-area spillovers,medium,started_2026_04_30
Washington,WA,Annie Wright Schools,Tacoma,Pierce County,1884,1884,continuous,Continuous school from 1884,Private school,Historic elite Tacoma independent school,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,53053,47.0391103451578,-122.139459531665,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Washington,WA,Lakeside School,Seattle,King County,1919,1919,continuous,Continuous school from 1919,Private school,Elite Seattle independent school,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,53033,47.4911285765642,-121.833011604364,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
West Virginia,WV,Linsly School,Wheeling,Ohio County,1814,1814,continuous,Continuous school from 1814,Private boarding and day school,Historic elite prep school in West Virginia,high,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,54069,40.095558140213,-80.6220361504067,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Wisconsin,WI,University School of Milwaukee,Milwaukee,Milwaukee County,1851,1851,later_merger_use_roots,Use Milwaukee Academy and related predecessor roots; current institution is a later merger,Private school,Merged lineage of elite Milwaukee prep schools,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,55079,43.004738926882,-87.9672988669584,holistic_private,no,low,low,"Elite lineage predates 1930, but predecessor institutions were generally tuition-charging private schools with limited poor access.",rule_based_private_model,,,,high,later_merger_lineage,robustness_only,no,yes,yes,core,low,Current institution is a later merger using predecessor roots; exclude from the core treatment sample.,yes,yes,yes,unknown,no,yes,yes,no,no,,B03,No targeted revision batch yet,low,first_pass_only
Wisconsin,WI,Wayland Academy,Beaver Dam,Dodge County,1855,1855,continuous,Continuous school from 1855,Private boarding and day school,Historic prep school in Wisconsin,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,55027,43.4157690888106,-88.7092583275529,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
Wisconsin,WI,Milwaukee Country Day School,Milwaukee,Milwaukee County,1926,1926,continuous,Continuous school from 1926,Private day school,Elite Milwaukee independent school,medium,holistic_private,private_need_aid,private_tuition_dominant,rule_based_from_school_type,55079,43.004738926882,-87.9672988669584,holistic_private,no,low,low,"Elite private tuition model; poor access likely depended on limited scholarships, patronage, or church support rather than open low-cost admission.",rule_based_private_model,,,,low,standard_candidate,core,yes,yes,yes,core,low,,yes,yes,yes,yes,no,yes,yes,no,no,,unassigned,No targeted revision batch yet,low,first_pass_only
